incident_type_primary,address_1,city,state,latitude,longitude,hour_of_day,day_of_week,parent_incident_type
THEFT BICYCLE UNDER $5000,1800 Block STORE ST,VICTORIA,BC,48.43026765,-123.3696507,14,Thursday,Theft
THEFT-SHOPLIFTING UNDER $5000,3100 Block DOUGLAS ST,VICTORIA,BC,48.4462745,-123.3714598,14,Thursday,Theft
THEFT FROM MV UNDER $5000,1000 Block BALMORAL RD,VICTORIA,BC,48.42880414,-123.3554291,17,Wednesday,Theft from Vehicle
SUSPICIOUS PERS/VEH/OCCURRENCE,2400 Block WARK ST,VICTORIA,BC,48.43469674,-123.3595529,14,Thursday,Other
THEFT-OTHER UNDER $5000,900 Block PANDORA AVE,VICTORIA,BC,48.42736519,-123.358478,15,Thursday,Theft
THEFT BICYCLE UNDER $5000,1700 Block BANK ST,VICTORIA,BC,48.42923982,-123.3289571,15,Thursday,Theft
IMPAIRED OP MOTOR VEH (ALCOH),HILLSIDE AVE & GRAHAM ST,VICTORIA,BC,48.43977167,-123.3565702,15,Thursday,Traffic
TRAFFIC-OTHER MOVING PROV,PANDORA AVE & DOUGLAS ST,VICTORIA,BC,48.42802963,-123.3645129,15,Thursday,Traffic
DRIVING COMPLAINTS,PANDORA AVE & COOK ST,VICTORIA,BC,48.42679266,-123.3532478,16,Thursday,Traffic
TRAFFIC-OTHER MOVING PROV,DOUGLAS ST & DALLAS RD,VICTORIA,BC,48.40995987,-123.3686217,16,Thursday,Traffic
LIQUOR-INTOX IN PUBLIC PLACE,700 Block GOVERNMENT ST,VICTORIA,BC,48.42100324,-123.3688168,17,Thursday,Liquor
THEFT-SHOPLIFTING UNDER $5000,900 Block YATES ST,VICTORIA,BC,48.4256248,-123.3588451,18,Thursday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,700 Block KINGS RD,VICTORIA,BC,48.4367268,-123.364298,18,Thursday,Other
THEFT FROM MV UNDER $5000,500 Block GOVERNMENT ST,VICTORIA,BC,48.41737052,-123.368884,19,Thursday,Theft from Vehicle
WEAPONS-POSSESSION,BAY ST & DOUGLAS ST,VICTORIA,BC,48.43570898,-123.3654344,21,Thursday,Weapons Offense
SUSPICIOUS PERS/VEH/OCCURRENCE,500 Block ELLICE ST,VICTORIA,BC,48.43899803,-123.3718643,21,Thursday,Other
LIQUOR-INTOX IN PUBLIC PLACE,900 Block BALMORAL RD,VICTORIA,BC,48.42898621,-123.3583875,23,Thursday,Liquor
LIQUOR-INTOX IN PUBLIC PLACE,WHARF ST & YATES ST,VICTORIA,BC,48.42688588,-123.3703785,18,Wednesday,Liquor
THEFT-OTHER UNDER $5000,2600 Block PRIOR ST,VICTORIA,BC,48.43822964,-123.354767,18,Wednesday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block CALEDONIA AVE,VICTORIA,BC,48.4308637,-123.3599019,19,Wednesday,Other
ASSAULT-OTHER PEACE OFFICER,800 Block NORTH PARK ST,VICTORIA,BC,48.4300474,-123.3611619,19,Wednesday,Assault with Deadly Weapon
WEAPONS-POSSESSION,CALEDONIA AVE & COOK ST,VICTORIA,BC,48.43047261,-123.3529069,19,Wednesday,Weapons Offense
BYLAW-NOISE,1600 Block HILLSIDE AVE,VICTORIA,BC,48.44525461,-123.3342615,20,Wednesday,Other
THEFT BICYCLE UNDER $5000,1100 Block GOVERNMENT ST,VICTORIA,BC,48.42503576,-123.3677829,20,Wednesday,Theft
MISCHIEF $5000 OR UNDER,300 Block BARNARD AVE,VICTORIA,BC,48.43061009,-123.392976,22,Wednesday,Property Crime
MISCHIEF $5000 OR UNDER,800 Block YATES ST,VICTORIA,BC,48.42592049,-123.361662,1,Thursday,Property Crime
IMPAIRED OP MOTOR VEH (ALCOH),900 Block CARLTON TER,VICTORIA,BC,48.43039974,-123.4020283,2,Thursday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,JOHNSON ST & BROAD ST,VICTORIA,BC,48.42735506,-123.3660347,3,Thursday,Other
THEFT FROM MV UNDER $5000,1300 Block BROAD ST,VICTORIA,BC,48.42658392,-123.3662126,4,Thursday,Theft from Vehicle
VEHICLE,1000 Block QUEENS AVE,VICTORIA,BC,48.43372349,-123.3548841,4,Thursday,Vehicle Stop
SUSPICIOUS PERS/VEH/OCCURRENCE,PANDORA AVE & GOVERNMENT ST,VICTORIA,BC,48.4285166,-123.3670495,0,Thursday,Other
ASSAULT AGAINST POLICE OFFICER,800 Block RUPERT TER,VICTORIA,BC,48.42094701,-123.3622093,1,Thursday,Assault
TRAFFIC-INSURANCE VIOLATION,FORT ST & LINDEN AVE,VICTORIA,BC,48.42302954,-123.3506251,1,Thursday,Traffic
CYCLIST,TILLICUM RD & COLVILLE RD,VICTORIA,BC,48.43878779,-123.4031869,1,Thursday,Vehicle Stop
SUSPICIOUS PERS/VEH/OCCURRENCE,700 Block BROUGHTON ST,VICTORIA,BC,48.42374959,-123.3650212,1,Thursday,Other
LIQUOR-INTOX IN PUBLIC PLACE,1000 Block CALEDONIA AVE,VICTORIA,BC,48.43055132,-123.3542519,2,Thursday,Liquor
LIQUOR-INTOX IN PUBLIC PLACE,1100 Block PEMBROKE ST,VICTORIA,BC,48.43181903,-123.3512122,4,Thursday,Liquor
THEFT FROM MV UNDER $5000,3100 Block WASHINGTON AVE,VICTORIA,BC,48.44580717,-123.3802596,7,Thursday,Theft from Vehicle
BREAK & ENTER-OTHER,1800 Block OAK BAY AVE,VICTORIA,BC,48.42644451,-123.3279006,7,Thursday,Breaking & Entering
SUSPICIOUS PERS/VEH/OCCURRENCE,1000 Block VANCOUVER ST,VICTORIA,BC,48.42282196,-123.3571128,8,Thursday,Other
BREAK & ENTER-BUSINESS,500 Block GORGE RD E,VICTORIA,BC,48.43972542,-123.3710141,8,Thursday,Breaking & Entering
TRAFFIC-INSURANCE VIOLATION,1700 Block GREEN OAKS TER,VICTORIA,BC,48.42455267,-123.3308409,8,Thursday,Traffic
THEFT-OTHER UNDER $5000,900 Block PANDORA AVE,VICTORIA,BC,48.42736519,-123.358478,9,Thursday,Theft
THEFT OF AUTO UNDER $5000,200 Block GORGE RD E,VICTORIA,BC,48.44312046,-123.382838,9,Thursday,Theft of Vehicle
THEFT-OTHER UNDER $5000,500 Block JOHNSON ST,VICTORIA,BC,48.42780909,-123.3697875,9,Thursday,Theft
DRIVING COMPLAINTS,CALEDONIA AVE & BLANSHARD ST,VICTORIA,BC,48.43096705,-123.3615154,10,Thursday,Traffic
THEFT-SHOPLIFTING UNDER $5000,2600 Block TURNER ST,VICTORIA,BC,48.43597029,-123.3748666,10,Thursday,Theft
FALSE ALARMS,1000 Block NORTH PARK ST,VICTORIA,BC,48.42963611,-123.354438,10,Thursday,Alarm
COLLISION-DAMAGE OVER $1000,VANCOUVER ST & FAIRFIELD RD,VICTORIA,BC,48.41833359,-123.3583079,11,Thursday,Traffic
LIQUOR-INTOX IN PUBLIC PLACE,DOUGLAS ST & HILLSIDE AVE,VICTORIA,BC,48.43834282,-123.3669072,12,Thursday,Liquor
POSSESSION-COCAINE,PANDORA AVE & VANCOUVER ST,VICTORIA,BC,48.42731701,-123.3561869,12,Thursday,Drugs
THEFT-OTHER UNDER $5000,700 Block MARKET ST,VICTORIA,BC,48.43967498,-123.3642686,12,Thursday,Theft
MISCHIEF $5000 OR UNDER,CENTENNIAL SQ,VICTORIA,BC,48.42856537,-123.3650228,13,Thursday,Property Crime
THEFT-SHOPLIFTING UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.42504412,-123.3652189,14,Thursday,Theft
THEFT-SHOPLIFTING UNDER $5000,3100 Block SHELBOURNE ST,VICTORIA,BC,48.44759025,-123.3331848,14,Thursday,Theft
THEFT-OTHER OVER $5000,CENTENNIAL SQ,VICTORIA,BC,48.42856537,-123.3650228,14,Thursday,Theft
COLLISION-DAMAGE UNDER $1000,500 Block PANDORA AVE,VICTORIA,BC,48.42848914,-123.3692099,15,Thursday,Traffic
CAUSE A DISTURBANCE,1000 Block PEMBROKE ST,VICTORIA,BC,48.43205745,-123.3549773,4,Thursday,Disorder
THEFT-SHOPLIFTING UNDER $5000,1400 Block GOVERNMENT ST,VICTORIA,BC,48.42801227,-123.3670776,15,Thursday,Theft
TRAFFIC-OTHER MOVING PROV,BAY ST & TYEE RD,VICTORIA,BC,48.43381401,-123.3806541,16,Thursday,Traffic
THEFT-SHOPLIFTING UNDER $5000,1800 Block STORE ST,VICTORIA,BC,48.43026765,-123.3696507,16,Thursday,Theft
TRAFFIC-OTHER MOVING PROV,1400 Block ESQUIMALT RD,VICTORIA,BC,48.42939885,-123.4238074,16,Thursday,Traffic
CAUSE A DISTURBANCE,500 Block ELLICE ST,VICTORIA,BC,48.43899803,-123.3718643,17,Thursday,Disorder
THEFT-OTHER UNDER $5000,1000 Block PEMBROKE ST,VICTORIA,BC,48.43205745,-123.3549773,17,Thursday,Theft
MISCHIEF $5000 OR UNDER,BATTERY ST & GOVERNMENT ST,VICTORIA,BC,48.41146855,-123.3727192,19,Thursday,Property Crime
THEFT-OTHER UNDER $5000,1800 Block STORE ST,VICTORIA,BC,48.43026765,-123.3696507,20,Thursday,Theft
COLLISION-DAMAGE OVER $1000,GORGE RD E & JUTLAND RD,VICTORIA,BC,48.44188305,-123.3765629,20,Thursday,Traffic
LIQUOR-INTOX IN PUBLIC PLACE,700 Block GOVERNMENT ST,VICTORIA,BC,48.42177439,-123.368639,21,Thursday,Liquor
POSSESSION-METHAMPHETAMINE,800 Block DOUGLAS ST,VICTORIA,BC,48.42233778,-123.3659094,21,Thursday,Drugs
SUSPICIOUS PERS/VEH/OCCURRENCE,1200 Block YATES ST,VICTORIA,BC,48.42456284,-123.3470312,22,Thursday,Other
BREAK & ENTER-BUSINESS,300 Block DAVID ST,VICTORIA,BC,48.43719679,-123.3766879,22,Thursday,Breaking & Entering
COLLISION-DAMAGE OVER $1000,OAK BAY AVE & CLARE ST,VICTORIA,BC,48.42644231,-123.3281706,5,Thursday,Traffic
THEFT-OTHER UNDER $5000,RICHMOND AVE & OAK BAY AVE,VICTORIA,BC,48.42643026,-123.3301952,6,Thursday,Theft
BREAK & ENTER-BUSINESS,100 Block ONTARIO ST,VICTORIA,BC,48.42038264,-123.3823423,7,Thursday,Breaking & Entering
THEFT BICYCLE UNDER $5000,1000 Block YATES ST,VICTORIA,BC,48.42532002,-123.3560287,7,Thursday,Theft
DRIVING COMPLAINTS,1300 Block HARRISON ST,VICTORIA,BC,48.42492303,-123.3437728,7,Thursday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block ESQUIMALT RD,VICTORIA,BC,48.43195287,-123.3958707,8,Thursday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block MCCASKILL ST,VICTORIA,BC,48.43371092,-123.3914556,8,Thursday,Other
THEFT FROM MV UNDER $5000,1000 Block FAIRFIELD RD,VICTORIA,BC,48.41827511,-123.3577715,9,Thursday,Theft from Vehicle
TRAFFIC-OTHER MOVING PROV,2900 Block JUTLAND RD,VICTORIA,BC,48.43906499,-123.3782038,9,Thursday,Traffic
THEFT-SHOPLIFTING UNDER $5000,700 Block HILLSIDE AVE,VICTORIA,BC,48.43882175,-123.3640463,10,Thursday,Theft
THEFT-SHOPLIFTING UNDER $5000,1800 Block STORE ST,VICTORIA,BC,48.43026765,-123.3696507,10,Thursday,Theft
THEFT FROM MV UNDER $5000,200 Block GORGE RD E,VICTORIA,BC,48.44312046,-123.382838,10,Thursday,Theft from Vehicle
THEFT-SHOPLIFTING UNDER $5000,700 Block FORT ST,VICTORIA,BC,48.42459278,-123.3648393,10,Thursday,Theft
COLLISION-DAMAGE OVER $1000,800 Block ADMIRALS RD,VICTORIA,BC,48.43687098,-123.4177323,11,Thursday,Traffic
FALSE ALARMS,800 Block ESQUIMALT RD,VICTORIA,BC,48.43162432,-123.3979129,0,Thursday,Alarm
TRAFFIC-OTHER NON-MOVE PROV,NORTH DAIRY RD & DONCASTER DR,VICTORIA,BC,48.448272,-123.3416508,1,Thursday,Traffic
IMPAIRED OP MOTOR VEH (ALCOH),500 Block YATES ST,VICTORIA,BC,48.42683646,-123.3698416,2,Thursday,Traffic
CAUSE A DISTURBANCE,1300 Block DOUGLAS ST,VICTORIA,BC,48.42643331,-123.3648717,3,Thursday,Disorder
COLLISION-DAMAGE OVER $1000,BAY ST & BLANSHARD ST,VICTORIA,BC,48.4355822,-123.3628773,3,Thursday,Traffic
215 DRUG,VANCOUVER ST & FORT ST,VICTORIA,BC,48.42371917,-123.3569277,9,Thursday,Traffic
THEFT FROM MV OVER $5000,HILLSIDE AVE & GRAHAM ST,VICTORIA,BC,48.43977167,-123.3565702,9,Thursday,Theft from Vehicle
THEFT BICYCLE UNDER $5000,800 Block CALEDONIA AVE,VICTORIA,BC,48.4308637,-123.3599019,9,Thursday,Theft
CAUSE A DISTURBANCE,700 Block JOHNSON ST,VICTORIA,BC,48.42711899,-123.3641588,9,Thursday,Disorder
THEFT-OTHER UNDER $5000,800 Block OLD ESQUIMALT RD,VICTORIA,BC,48.43296659,-123.3993234,9,Thursday,Theft
THEFT FROM MV UNDER $5000,1600 Block HILLSIDE AVE,VICTORIA,BC,48.44525461,-123.3342615,9,Thursday,Theft from Vehicle
COLLISION-NON-FATAL INJURY,1100 Block FORT ST,VICTORIA,BC,48.42310944,-123.3512952,10,Thursday,Traffic
MISCHIEF $5000 OR UNDER,500 Block PEMBROKE ST,VICTORIA,BC,48.43269585,-123.3693807,10,Thursday,Property Crime
THEFT-SHOPLIFTING UNDER $5000,1200 Block DOUGLAS ST,VICTORIA,BC,48.42558112,-123.3650541,11,Thursday,Theft
THEFT-OTHER UNDER $5000,DALLAS RD,VICTORIA,BC,48.42227548,-123.3841263,11,Thursday,Theft
COLLISION-DAMAGE OVER $1000,DAVID ST & GORGE RD E,VICTORIA,BC,48.43877026,-123.3685029,11,Thursday,Traffic
LIQUOR-INTOX IN PUBLIC PLACE,900 Block QUADRA ST,VICTORIA,BC,48.4218366,-123.3602709,12,Thursday,Liquor
THEFT BICYCLE UNDER $5000,1100 Block ROCKLAND AVE,VICTORIA,BC,48.42187896,-123.3525783,13,Thursday,Theft
THEFT-OTHER UNDER $5000,300 Block HILLSIDE AVE,VICTORIA,BC,48.43652268,-123.3760506,13,Thursday,Theft
THEFT-SHOPLIFTING UNDER $5000,200 Block MENZIES ST,VICTORIA,BC,48.41561438,-123.373703,13,Thursday,Theft
LIQUOR-INTOX IN PUBLIC PLACE,1200 Block YATES ST,VICTORIA,BC,48.4245966,-123.3483785,14,Thursday,Liquor
COLLISION-DAMAGE OVER $1000,3000 Block SHELBOURNE ST,VICTORIA,BC,48.44404215,-123.333385,14,Thursday,Traffic
TRAFFIC-OTHER NON-MOVE PROV,COOK ST & COLLINSON ST,VICTORIA,BC,48.41882358,-123.3551777,14,Thursday,Traffic
THEFT BICYCLE UNDER $5000,600 Block ESQUIMALT RD,VICTORIA,BC,48.43061286,-123.3890627,14,Thursday,Theft
THEFT FROM MV UNDER $5000,1000 Block TERRACE AVE,VICTORIA,BC,48.42457123,-123.3351574,14,Thursday,Theft from Vehicle
MISCHIEF $5000 OR UNDER,2300 Block TRENT ST,VICTORIA,BC,48.43298969,-123.3238871,15,Thursday,Property Crime
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block JOHNSON ST,VICTORIA,BC,48.42680535,-123.3613428,19,Friday,Other
THEFT FROM MV UNDER $5000,1600 Block QUADRA ST,VICTORIA,BC,48.42831523,-123.3589647,8,Sunday,Theft from Vehicle
MISCHIEF $5000 OR UNDER,2900 Block WASHINGTON AVE,VICTORIA,BC,48.44152313,-123.3827914,15,Thursday,Property Crime
THEFT-SHOPLIFTING UNDER $5000,700 Block YATES ST,VICTORIA,BC,48.42612959,-123.3635393,15,Thursday,Theft
ANIMAL CALLS,800 Block ESQUIMALT RD,VICTORIA,BC,48.43097391,-123.3997028,16,Thursday,Other
ROBBERY-OTHER,500 Block BELLEVILLE ST,VICTORIA,BC,48.42074725,-123.3708547,16,Thursday,Robbery
DRIVING COMPLAINTS,HARRIET RD & BURNSIDE RD E,VICTORIA,BC,48.4494506,-123.3846474,16,Thursday,Traffic
THEFT-OTHER UNDER $5000,800 Block YATES ST,VICTORIA,BC,48.42592049,-123.361662,16,Thursday,Theft
TRAFFIC-OTHER MOVING PROV,FISGARD ST & DOUGLAS ST,VICTORIA,BC,48.4293985,-123.3644366,19,Wednesday,Traffic
IMPAIRED OP MOTOR VEH (ALCOH),COOK ST & HILLSIDE AVE,VICTORIA,BC,48.44038889,-123.3516768,19,Wednesday,Traffic
THEFT-SHOPLIFTING UNDER $5000,1200 Block DOUGLAS ST,VICTORIA,BC,48.42558112,-123.3650541,20,Wednesday,Theft
TRAFFIC-INSURANCE VIOLATION,2600 Block COOK ST,VICTORIA,BC,48.4386452,-123.3519095,20,Wednesday,Traffic
THEFT-OTHER OVER $5000,1100 Block WHARF ST,VICTORIA,BC,48.4252481,-123.369795,17,Thursday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,PANDORA AVE & VANCOUVER ST,VICTORIA,BC,48.42731701,-123.3561869,18,Thursday,Other
MISCHIEF $5000 OR UNDER,500 Block SUMAS ST,VICTORIA,BC,48.44338756,-123.3743198,18,Thursday,Property Crime
THEFT-SHOPLIFTING UNDER $5000,500 Block JOHNSON ST,VICTORIA,BC,48.42756073,-123.3677773,18,Thursday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,200 Block DALLAS RD,VICTORIA,BC,48.41558972,-123.3843611,18,Thursday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,DALLAS RD & COOK ST,VICTORIA,BC,48.40787218,-123.3579479,0,Tuesday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,2900 Block GLASGOW ST,VICTORIA,BC,48.44267309,-123.361537,19,Thursday,Other
TRAFFIC-OTHER MOVING PROV,COOK ST & FAIRFIELD RD,VICTORIA,BC,48.41800741,-123.3553582,19,Thursday,Traffic
LIQUOR-INTOX IN PUBLIC PLACE,ROCKLAND AVE & QUADRA ST,VICTORIA,BC,48.42258072,-123.3600944,19,Thursday,Liquor
SUSPICIOUS PERS/VEH/OCCURRENCE,900 Block QUADRA ST,VICTORIA,BC,48.42225651,-123.3601125,19,Thursday,Other
THEFT-SHOPLIFTING UNDER $5000,2600 Block QUADRA ST,VICTORIA,BC,48.43841497,-123.3589404,19,Thursday,Theft
POSSESSION-HEROIN,1000 Block FORT ST,VICTORIA,BC,48.42346047,-123.3545136,19,Thursday,Drugs
215 DRUG,1000 Block ESQUIMALT RD,VICTORIA,BC,48.42913445,-123.4041218,20,Thursday,Traffic
THEFT-OTHER UNDER $5000,1800 Block STORE ST,VICTORIA,BC,48.43026765,-123.3696507,20,Thursday,Theft
ANIMAL CALLS,1300 Block ROCKLAND AVE,VICTORIA,BC,48.42035604,-123.3457831,20,Thursday,Other
TRAFFIC-OTHER MOVING PROV,CRAIGFLOWER BRDG & ADMIRALS RD,VICTORIA,BC,48.45171448,-123.4236712,20,Thursday,Traffic
POSSESSION-HEROIN,STORE ST & PANDORA AVE,VICTORIA,BC,48.42847551,-123.3697504,20,Thursday,Drugs
TRAFFIC-INSURANCE VIOLATION,1000 Block ESQUIMALT RD,VICTORIA,BC,48.42913445,-123.4041218,21,Thursday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,3100 Block DOUGLAS ST,VICTORIA,BC,48.44689125,-123.3719654,21,Thursday,Other
POSSESSION-METHAMPHETAMINE,500 Block JOFFRE ST,VICTORIA,BC,48.42778113,-123.4085138,22,Thursday,Drugs
THEFT-OTHER UNDER $5000,1800 Block STORE ST,VICTORIA,BC,48.43026765,-123.3696507,22,Thursday,Theft
BREAK & ENTER-BUSINESS,700 Block FORT ST,VICTORIA,BC,48.42448825,-123.3639007,22,Thursday,Breaking & Entering
TRAFFIC-INSURANCE VIOLATION,GORGE RD E & JUTLAND RD,VICTORIA,BC,48.44188305,-123.3765629,23,Thursday,Traffic
POSSESSION-CANNABIS 30G & UNDR,200 Block GORGE RD E,VICTORIA,BC,48.44312046,-123.382838,23,Thursday,Drugs
TRAFFIC-INSURANCE VIOLATION,300 Block GORGE RD E,VICTORIA,BC,48.44300644,-123.3804148,23,Thursday,Traffic
215ALCOH IRP WARN-7DAY,200 Block GORGE RD E,VICTORIA,BC,48.44312046,-123.382838,23,Thursday,Traffic
IMPAIRED OP MOTOR VEH (ALCOH),CANTEEN RD & ESQUIMALT RD,VICTORIA,BC,48.42931617,-123.4244866,23,Thursday,Traffic
BYLAW-NOISE,DEVONSHIRE RD & FAIRVIEW RD,VICTORIA,BC,48.43578209,-123.3990336,23,Thursday,Other
THEFT-OTHER UNDER $5000,500 Block ELLICE ST,VICTORIA,BC,48.43899803,-123.3718643,11,Thursday,Theft
THEFT-SHOPLIFTING UNDER $5000,1500 Block COOK ST,VICTORIA,BC,48.42745008,-123.353211,11,Thursday,Theft
THEFT FROM MV UNDER $5000,500 Block CORNWALL ST,VICTORIA,BC,48.41648125,-123.3495079,12,Thursday,Theft from Vehicle
MISCHIEF $5000 OR UNDER,400 Block CECELIA RD,VICTORIA,BC,48.44543461,-123.3801452,12,Thursday,Property Crime
THEFT BICYCLE UNDER $5000,600 Block QUEENS AVE,VICTORIA,BC,48.43425657,-123.3668648,12,Thursday,Theft
DRIVING COMPLAINTS,EMPRESS AVE & COOK ST,VICTORIA,BC,48.43444635,-123.3524145,13,Thursday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block CALEDONIA AVE,VICTORIA,BC,48.4308637,-123.3599019,13,Thursday,Other
THEFT-SHOPLIFTING UNDER $5000,200 Block MENZIES ST,VICTORIA,BC,48.41561438,-123.373703,14,Thursday,Theft
POSSESSION-CANNABIS 30G & UNDR,900 Block PANDORA AVE,VICTORIA,BC,48.42747325,-123.358472,14,Thursday,Drugs
THEFT BICYCLE UNDER $5000,800 Block VIEWFIELD RD,VICTORIA,BC,48.43408198,-123.3973728,15,Thursday,Theft
TRAFFIC-OTHER MOVING PROV,QUADRA ST & BAY ST,VICTORIA,BC,48.43529916,-123.3580348,15,Thursday,Traffic
THEFT BICYCLE UNDER $5000,2200 Block QUADRA ST,VICTORIA,BC,48.43378958,-123.3582541,16,Thursday,Theft
THEFT-SHOPLIFTING UNDER $5000,200 Block MENZIES ST,VICTORIA,BC,48.41561438,-123.373703,16,Thursday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block YATES ST,VICTORIA,BC,48.42582494,-123.3607229,16,Thursday,Other
THEFT FROM MV UNDER $5000,700 Block PEMBROKE ST,VICTORIA,BC,48.43276327,-123.3641141,12,Wednesday,Theft from Vehicle
THEFT-OTHER UNDER $5000,2500 Block PRIOR ST,VICTORIA,BC,48.43554833,-123.3535674,16,Saturday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,3100 Block DOUGLAS ST,VICTORIA,BC,48.4462745,-123.3714598,16,Saturday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,500 Block MANCHESTER RD,VICTORIA,BC,48.44212112,-123.3745251,6,Monday,Other
POSSESSION-METHAMPHETAMINE,1500 Block AMELIA ST,VICTORIA,BC,48.42834883,-123.3603122,7,Wednesday,Drugs
SUSPICIOUS PERS/VEH/OCCURRENCE,HEAD ST & ESQUIMALT RD,VICTORIA,BC,48.43059181,-123.4006684,0,Wednesday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,2800 Block DOUGLAS ST,VICTORIA,BC,48.44064007,-123.3682639,21,Tuesday,Other
TRAFFIC-INSURANCE VIOLATION,600 Block BATTERY ST,VICTORIA,BC,48.41132343,-123.3723226,14,Tuesday,Traffic
ASSAULTS-OTHER,400 Block SWIFT ST,VICTORIA,BC,48.42953126,-123.3705013,22,Sunday,Assault
THEFT-SHOPLIFTING UNDER $5000,1100 Block ESQUIMALT RD,VICTORIA,BC,48.43008053,-123.4110865,16,Saturday,Theft
MISCHIEF $5000 OR UNDER,COOK ST & PANDORA AVE,VICTORIA,BC,48.42714388,-123.3532281,22,Friday,Property Crime
MISCHIEF $5000 OR UNDER,800 Block JOHNSON ST,VICTORIA,BC,48.42670979,-123.3604037,21,Friday,Property Crime
THEFT BICYCLE UNDER $5000,1900 Block BAY ST,VICTORIA,BC,48.43362771,-123.3284393,21,Friday,Theft
THEFT-SHOPLIFTING UNDER $5000,1400 Block GOVERNMENT ST,VICTORIA,BC,48.42801227,-123.3670776,21,Friday,Theft
MISCHIEF $5000 OR UNDER,800 Block HUMBOLDT ST,VICTORIA,BC,48.41971092,-123.362548,17,Thursday,Property Crime
MISCHIEF $5000 OR UNDER,1700 Block AMPHION ST,VICTORIA,BC,48.42871087,-123.3237244,17,Thursday,Property Crime
BREAK & ENTER-RESIDENCE,1300 Block ROCKLAND AVE,VICTORIA,BC,48.42035604,-123.3457831,17,Thursday,Breaking & Entering
POSSESSION-HEROIN,1500 Block AMELIA ST,VICTORIA,BC,48.42785688,-123.3604746,17,Thursday,Drugs
THEFT-OTHER UNDER $5000,900 Block BLANSHARD ST,VICTORIA,BC,48.42337735,-123.3627483,17,Thursday,Theft
DRIVING COMPLAINTS,DUNSMUIR RD & SEA TER,VICTORIA,BC,48.43100207,-123.3949785,17,Thursday,Traffic
THEFT-OTHER UNDER $5000,900 Block PANDORA AVE,VICTORIA,BC,48.42736519,-123.358478,18,Thursday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,1200 Block ESQUIMALT RD,VICTORIA,BC,48.43016112,-123.4136458,18,Thursday,Other
THEFT BICYCLE UNDER $5000,MASON ST & AMELIA ST,VICTORIA,BC,48.42809102,-123.3604615,18,Thursday,Theft
THEFT-SHOPLIFTING UNDER $5000,700 Block HILLSIDE AVE,VICTORIA,BC,48.43882175,-123.3640463,18,Thursday,Theft
TRAFFIC-OTHER NON-MOVE PROV,3100 Block DOUGLAS ST,VICTORIA,BC,48.44543262,-123.3709667,19,Thursday,Traffic
ANIMAL CALLS,1500 Block FORT ST,VICTORIA,BC,48.42582447,-123.3387299,6,Tuesday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,1300 Block HILLSIDE AVE,VICTORIA,BC,48.44101601,-123.3482675,19,Thursday,Other
TRAFFIC-OTHER MOVING PROV,600 Block DUPPLIN RD,VICTORIA,BC,48.4480331,-123.3747367,20,Thursday,Traffic
BYLAW-NOISE,800 Block CRAIGFLOWER RD,VICTORIA,BC,48.44032772,-123.3964891,20,Thursday,Other
THEFT BICYCLE UNDER $5000,1200 Block BAY ST,VICTORIA,BC,48.43472679,-123.3484852,20,Thursday,Theft
BREAK & ENTER-RESIDENCE,1100 Block ESQUIMALT RD,VICTORIA,BC,48.43011656,-123.4110845,21,Thursday,Breaking & Entering
COLLISION-NON-FATAL INJURY,SIMCOE ST & SOUTH TURNER ST,VICTORIA,BC,48.41405585,-123.3712266,21,Thursday,Traffic
TRAFFIC-INSURANCE VIOLATION,COOK ST & PRINCESS AVE,VICTORIA,BC,48.43271728,-123.3525113,21,Thursday,Traffic
DRIVING COMPLAINTS,COOK ST & FAIRFIELD RD,VICTORIA,BC,48.41800741,-123.3553582,21,Thursday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,1000 Block MOSS ST,VICTORIA,BC,48.42242848,-123.3471509,21,Thursday,Other
TRAFFIC-OTHER MOVING PROV,COOK ST & FAIRFIELD RD,VICTORIA,BC,48.41800741,-123.3553582,21,Thursday,Traffic
BYLAW-NOISE,200 Block KIMTA RD,VICTORIA,BC,48.42881879,-123.3821452,22,Thursday,Other
COLLISION-NON-FATAL INJURY,1500 Block NORTH DAIRY RD,VICTORIA,BC,48.44826409,-123.3409763,23,Thursday,Traffic
