incident_type_primary,address_1,city,state,latitude,longitude,hour_of_day,day_of_week,parent_incident_type
LIQUOR-INTOX IN PUBLIC PLACE,1200 Block BAY ST,VICTORIA,BC,48.43462595,-123.3469794,18,Wednesday,Liquor
TRAFFIC-OTHER MOVING PROV,200 Block ESQUIMALT RD,VICTORIA,BC,48.43021038,-123.3807998,18,Wednesday,Traffic
TRAFFICKING-METHAMPHETAMINE,600 Block ADMIRALS RD,VICTORIA,BC,48.43099854,-123.4169195,10,Tuesday,Drugs
THEFT-SHOPLIFTING UNDER $5000,700 Block HILLSIDE AVE,VICTORIA,BC,48.43882108,-123.3640193,18,Wednesday,Theft
ASSAULT-OTHER PEACE OFFICER,600 Block ADMIRALS RD,VICTORIA,BC,48.43099854,-123.4169195,23,Wednesday,Assault with Deadly Weapon
POSSESSION-CANNABIS 30G & UNDR,900 Block PANDORA AVE,VICTORIA,BC,48.42714666,-123.3565877,11,Wednesday,Drugs
THEFT FROM MV UNDER $5000,MONTREAL ST,VICTORIA,BC,48.41666079,-123.3839107,11,Wednesday,Theft from Vehicle
SUSPICIOUS PERS/VEH/OCCURRENCE,DALLAS RD,VICTORIA,BC,48.42194191,-123.3844956,1,Thursday,Other
TRAFFICKING-COCAINE,2500 Block COOK ST,VICTORIA,BC,48.43569475,-123.3522097,11,Thursday,Drugs
LIQUOR-INTOX IN PUBLIC PLACE,OLD ESQUIMALT RD & LAMPSON ST,VICTORIA,BC,48.43298194,-123.4039916,12,Thursday,Liquor
THEFT-SHOPLIFTING UNDER $5000,200 Block MENZIES ST,VICTORIA,BC,48.41561605,-123.3737704,12,Thursday,Theft
ANIMAL CALLS,BAY ST & WILSON ST,VICTORIA,BC,48.4328537,-123.3822997,16,Thursday,Other
BREAK & ENTER-BUSINESS,1600 Block HILLSIDE AVE,VICTORIA,BC,48.44524798,-123.3343563,12,Thursday,Breaking & Entering
THEFT-OTHER UNDER $5000,1200 Block GOVERNMENT ST,VICTORIA,BC,48.42579891,-123.367646,16,Thursday,Theft
VEHICLE,PRIOR ST & HILLSIDE AVE,VICTORIA,BC,48.43994413,-123.3551704,20,Wednesday,Vehicle Stop
THEFT-SHOPLIFTING UNDER $5000,200 Block MENZIES ST,VICTORIA,BC,48.41561605,-123.3737704,13,Thursday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,400 Block RUSSELL ST,VICTORIA,BC,48.43142187,-123.3871288,21,Tuesday,Other
COLLISION-NON-FATAL INJURY,BLANSHARD ST & CALEDONIA AVE,VICTORIA,BC,48.43104648,-123.3618079,17,Thursday,Traffic
VEHICLE,600 Block DISCOVERY ST,VICTORIA,BC,48.43189072,-123.3667402,23,Wednesday,Vehicle Stop
ASSAULT-COMMON OR TRESPASS,1500 Block QUADRA ST,VICTORIA,BC,48.42806273,-123.3589653,6,Thursday,Assault
LIQUOR-INTOX IN PUBLIC PLACE,1900 Block FOUL BAY RD,VICTORIA,BC,48.43132154,-123.3224701,9,Thursday,Liquor
COLLISION-DAMAGE OVER $1000,ESQUIMALT RD & LAMPSON ST,VICTORIA,BC,48.4295894,-123.406863,10,Thursday,Traffic
ASSAULT-COMMON OR TRESPASS,600 Block ADMIRALS RD,VICTORIA,BC,48.43099854,-123.4169195,10,Thursday,Assault
CAUSE A DISTURBANCE,700 Block BROUGHTON ST,VICTORIA,BC,48.42365507,-123.3641225,15,Thursday,Disorder
BREAK & ENTER-OTHER,1000 Block JOHNSON ST,VICTORIA,BC,48.42621689,-123.3558301,15,Thursday,Breaking & Entering
SUSPICIOUS PERS/VEH/OCCURRENCE,1700 Block LEIGHTON RD,VICTORIA,BC,48.42838667,-123.3312452,20,Thursday,Other
DRIVING COMPLAINTS,QUADRA ST & NORTH PARK ST,VICTORIA,BC,48.4298882,-123.3587554,15,Thursday,Traffic
TRAFFIC-INSURANCE VIOLATION,700 Block HILLSIDE AVE,VICTORIA,BC,48.43836711,-123.3664334,20,Thursday,Traffic
LIQUOR-CONSUME IN PUBLIC PLACE,1300 Block WHARF ST,VICTORIA,BC,48.42740456,-123.3705656,14,Tuesday,Liquor
BREAK & ENTER-RESIDENCE,900 Block CONVENT PL,VICTORIA,BC,48.4171084,-123.3598063,16,Thursday,Breaking & Entering
TRAFFICKING-COCAINE,900 Block PANDORA AVE,VICTORIA,BC,48.4274746,-123.3585259,16,Thursday,Drugs
BREAK & ENTER-BUSINESS,500 Block JOHNSON ST,VICTORIA,BC,48.42756207,-123.3678312,1,Thursday,Breaking & Entering
215 ALCOH-24HR,500 Block HERALD ST,VICTORIA,BC,48.43016722,-123.369238,2,Thursday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block CRAIGFLOWER RD,VICTORIA,BC,48.44008081,-123.3948831,2,Thursday,Other
CAUSE A DISTURBANCE,700 Block QUEENS AVE,VICTORIA,BC,48.4341248,-123.3641057,2,Thursday,Disorder
LIQUOR-INTOX IN PUBLIC PLACE,1900 Block DOUGLAS ST,VICTORIA,BC,48.4315202,-123.3645343,3,Thursday,Liquor
THEFT-SHOPLIFTING UNDER $5000,200 Block MENZIES ST,VICTORIA,BC,48.41561605,-123.3737704,13,Thursday,Theft
THEFT-SHOPLIFTING UNDER $5000,200 Block MENZIES ST,VICTORIA,BC,48.41561605,-123.3737704,13,Thursday,Theft
THEFT-OTHER UNDER $5000,DOUGLAS ST & FORT ST,VICTORIA,BC,48.42465022,-123.3653353,13,Thursday,Theft
TRAFFIC-OTHER MOVING PROV,DOUGLAS ST & SAANICH RD,VICTORIA,BC,48.45274132,-123.3755012,18,Thursday,Traffic
ANIMAL CALLS,1000 Block BLANSHARD ST,VICTORIA,BC,48.42365452,-123.3626519,19,Thursday,Other
THEFT FROM MV OVER $5000,500 Block FISGARD ST,VICTORIA,BC,48.42934398,-123.3687711,7,Thursday,Theft from Vehicle
THEFT-OTHER UNDER $5000,HILLSIDE AVE & BLANSHARD ST,VICTORIA,BC,48.43892702,-123.3632036,0,Thursday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,1600 Block OAK BAY AVE,VICTORIA,BC,48.42651426,-123.3346027,8,Thursday,Other
VEHICLE,1100 Block DOUGLAS ST,VICTORIA,BC,48.4247843,-123.3652874,9,Thursday,Vehicle Stop
ASSAULT-W/WEAPON OR CBH,1200 Block GRANT ST,VICTORIA,BC,48.4287767,-123.347483,11,Friday,Assault with Deadly Weapon
THEFT-OTHER UNDER $5000,1100 Block QUADRA ST,VICTORIA,BC,48.42414866,-123.3596831,15,Friday,Theft
COLLISION-DAMAGE UNDER $1000,CALEDONIA AVE & QUADRA ST,VICTORIA,BC,48.43077774,-123.3586248,11,Friday,Traffic
COLLISION-DAMAGE OVER $1000,BLANSHARD ST & BROUGHTON ST,VICTORIA,BC,48.42351109,-123.3626869,12,Friday,Traffic
TRAFFIC-INSURANCE VIOLATION,3000 Block QUADRA ST,VICTORIA,BC,48.44476324,-123.3607319,15,Friday,Traffic
TRAFFIC-INSURANCE VIOLATION,2500 Block QUADRA ST,VICTORIA,BC,48.43567075,-123.3581085,16,Friday,Traffic
LIQUOR-INTOX IN PUBLIC PLACE,CENTENNIAL SQ,VICTORIA,BC,48.42856604,-123.3650497,20,Friday,Liquor
MISCHIEF $5000 OR UNDER,700 Block CALEDONIA AVE,VICTORIA,BC,48.43110253,-123.3640582,12,Friday,Property Crime
POSSESSION-COCAINE,900 Block PANDORA AVE,VICTORIA,BC,48.42714666,-123.3565877,16,Friday,Drugs
THEFT-SHOPLIFTING UNDER $5000,1200 Block DOUGLAS ST,VICTORIA,BC,48.42558078,-123.3650406,20,Friday,Theft
TRAFFICKING-COCAINE,600 Block CONSTANCE AVE,VICTORIA,BC,48.43250542,-123.4180651,16,Friday,Drugs
BREAK & ENTER-BUSINESS,1600 Block HILLSIDE AVE,VICTORIA,BC,48.44524798,-123.3343563,0,Friday,Breaking & Entering
SUSPICIOUS PERS/VEH/OCCURRENCE,900 Block ESQUIMALT RD,VICTORIA,BC,48.43022845,-123.4012956,11,Friday,Other
THEFT-OTHER UNDER $5000,1600 Block COOK ST,VICTORIA,BC,48.42807113,-123.3531627,11,Friday,Theft
LIQUOR-INTOX IN PUBLIC PLACE,700 Block PANDORA AVE,VICTORIA,BC,48.42798086,-123.3640029,2,Friday,Liquor
TRAFFIC-INSURANCE VIOLATION,RYAN ST & CEDAR HILL RD,VICTORIA,BC,48.44014372,-123.3447667,18,Friday,Traffic
BREAK & ENTER-BUSINESS,700 Block FAIRVIEW RD,VICTORIA,BC,48.43654725,-123.398978,3,Friday,Breaking & Entering
THEFT-SHOPLIFTING UNDER $5000,100 Block WILSON ST,VICTORIA,BC,48.43252618,-123.3814542,19,Friday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,500 Block TORONTO ST,VICTORIA,BC,48.41540221,-123.3731482,5,Friday,Other
THEFT-SHOPLIFTING UNDER $5000,1900 Block FOUL BAY RD,VICTORIA,BC,48.43132154,-123.3224701,19,Friday,Theft
LIQUOR-INTOX IN PUBLIC PLACE,YATES ST & DOUGLAS ST,VICTORIA,BC,48.42628021,-123.3648802,19,Friday,Liquor
THEFT FROM MV UNDER $5000,900 Block JOHNSON ST,VICTORIA,BC,48.42651166,-123.3586067,8,Friday,Theft from Vehicle
MISCHIEF $5000 OR UNDER,3000 Block JUTLAND RD,VICTORIA,BC,48.44208483,-123.3763357,9,Friday,Property Crime
TRAFFIC-OTHER NON-MOVE PROV,KIMTA RD & SONGHEES RD,VICTORIA,BC,48.42744861,-123.3799812,9,Friday,Traffic
MISCHIEF $5000 OR UNDER,900 Block JOHNSON ST,VICTORIA,BC,48.42651166,-123.3586067,9,Friday,Property Crime
THEFT-SHOPLIFTING UNDER $5000,700 Block YATES ST,VICTORIA,BC,48.42612791,-123.363472,12,Friday,Theft
COLLISION-DAMAGE OVER $1000,1700 Block FORT ST,VICTORIA,BC,48.42831917,-123.3332191,13,Friday,Traffic
TRAFFIC-OTHER MUNICIPAL,1200 Block YATES ST,VICTORIA,BC,48.42459795,-123.3484324,9,Friday,Traffic
ASSAULT-W/WEAPON OR CBH,600 Block CONSTANCE AVE,VICTORIA,BC,48.43103042,-123.4182266,16,Friday,Assault with Deadly Weapon
SUSPICIOUS PERS/VEH/OCCURRENCE,3000 Block WASHINGTON AVE,VICTORIA,BC,48.44433258,-123.3811647,0,Friday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,1300 Block HILLSIDE AVE,VICTORIA,BC,48.44101635,-123.3482809,13,Friday,Other
FALSE ALARMS,800 Block FORT ST,VICTORIA,BC,48.42427015,-123.3620239,1,Friday,Alarm
COLLISION-DAMAGE UNDER $1000,PANDORA AVE & CHAMBERS ST,VICTORIA,BC,48.42701941,-123.3504151,2,Friday,Traffic
LIQUOR-INTOX IN PUBLIC PLACE,COOK ST & BALMORAL RD,VICTORIA,BC,48.42862847,-123.3530911,2,Friday,Liquor
COLLISION-DAMAGE UNDER $1000,DOUGLAS ST,VICTORIA,BC,48.41027177,-123.3688337,13,Wednesday,Traffic
ASSAULT-COMMON OR TRESPASS,FORT ST & ASHGROVE ST,VICTORIA,BC,48.42923472,-123.3309005,18,Thursday,Assault
LIQUOR-INTOX IN PUBLIC PLACE,1300 Block BROAD ST,VICTORIA,BC,48.42658425,-123.3662261,23,Friday,Liquor
ASSAULT-COMMON OR TRESPASS,1900 Block ASHGROVE ST,VICTORIA,BC,48.42995057,-123.3317507,23,Friday,Assault
ASSAULTS-OTHER,1100 Block ESQUIMALT RD,VICTORIA,BC,48.43008119,-123.4111134,21,Friday,Assault
SUSPICIOUS PERS/VEH/OCCURRENCE,700 Block BROUGHTON ST,VICTORIA,BC,48.42375093,-123.3650751,13,Friday,Other
THEFT BICYCLE UNDER $5000,600 Block ADMIRALS RD,VICTORIA,BC,48.43099854,-123.4169195,23,Friday,Theft
215 ALCOH-24HR,DOUGLAS ST & HILLSIDE AVE,VICTORIA,BC,48.43834349,-123.3669341,21,Friday,Traffic
ASSAULT-COMMON OR TRESPASS,300 Block ST JAMES ST,VICTORIA,BC,48.41649344,-123.3782408,22,Friday,Assault
BYLAW-NOISE,400 Block CATHERINE ST,VICTORIA,BC,48.43064086,-123.3847161,22,Friday,Other
ARSON-PROPERTY,800 Block VIEWFIELD RD,VICTORIA,BC,48.43408231,-123.3973863,22,Friday,Arson
DRIVING COMPLAINTS,HILLSIDE AVE & BLANSHARD ST,VICTORIA,BC,48.43892702,-123.3632036,15,Friday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,WASHINGTON AVE & BURNSIDE RD E,VICTORIA,BC,48.44695487,-123.379629,19,Saturday,Other
ASSAULT-COMMON OR TRESPASS,1800 Block STORE ST,VICTORIA,BC,48.43026799,-123.3696642,20,Saturday,Assault
THEFT-OTHER UNDER $5000,900 Block DOUGLAS ST,VICTORIA,BC,48.42335108,-123.3656775,2,Saturday,Theft
MISCHIEF $5000 OR UNDER,600 Block FORT ST,VICTORIA,BC,48.4248409,-123.3672001,3,Saturday,Property Crime
BYLAW-NOISE,600 Block CONSTANCE AVE,VICTORIA,BC,48.43250542,-123.4180651,3,Saturday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,700 Block QUEENS AVE,VICTORIA,BC,48.4341248,-123.3641057,11,Saturday,Other
ROBBERY-OTHER,800 Block BAY ST,VICTORIA,BC,48.43552,-123.3618282,3,Saturday,Robbery
SUSPICIOUS PERS/VEH/OCCURRENCE,1200 Block BROAD ST,VICTORIA,BC,48.42570604,-123.3664504,12,Saturday,Other
TRAFFIC-OTHER MOVING PROV,BLANSHARD ST & FINLAYSON ST,VICTORIA,BC,48.44559596,-123.3666517,12,Saturday,Traffic
THEFT-SHOPLIFTING UNDER $5000,1100 Block GOVERNMENT ST,VICTORIA,BC,48.42503643,-123.3678099,13,Saturday,Theft
MISCHIEF $5000 OR UNDER,400 Block MENZIES ST,VICTORIA,BC,48.41826739,-123.3723146,18,Saturday,Property Crime
LIQUOR-INTOX IN PUBLIC PLACE,VIEW ST & DOUGLAS ST,VICTORIA,BC,48.4254377,-123.3650891,19,Saturday,Liquor
TRAFFIC-OTHER MOVING PROV,YATES ST & GOVERNMENT ST,VICTORIA,BC,48.42658007,-123.3675081,1,Saturday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,ROCK BAY AVE & DAVID ST,VICTORIA,BC,48.43845088,-123.3701672,1,Saturday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,1100 Block QUADRA ST,VICTORIA,BC,48.42441749,-123.3596141,9,Saturday,Other
LIQUOR-INTOX IN PUBLIC PLACE,BAY ARMORIES,VICTORIA,BC,48.4286111,-123.3655556,19,Saturday,Liquor
LIQUOR-INTOX IN PUBLIC PLACE,500 Block JOHNSON ST,VICTORIA,BC,48.42781843,-123.3698005,2,Saturday,Liquor
THEFT-SHOPLIFTING UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.42504379,-123.3652055,22,Thursday,Theft
THEFT-OTHER UNDER $5000,900 Block GOVERNMENT ST,VICTORIA,BC,48.42363789,-123.3681441,16,Saturday,Theft
ASSAULT-COMMON OR TRESPASS,500 Block YATES ST,VICTORIA,BC,48.42683747,-123.369882,0,Saturday,Assault
LIQUOR-INTOX IN PUBLIC PLACE,700 Block PANDORA AVE,VICTORIA,BC,48.42787598,-123.3630507,0,Saturday,Liquor
BYLAW-NOISE,700 Block HILLSIDE AVE,VICTORIA,BC,48.43856045,-123.3655049,3,Saturday,Other
ASSAULT-COMMON OR TRESPASS,1400 Block GOVERNMENT ST,VICTORIA,BC,48.42767307,-123.3672179,21,Saturday,Assault
MISCHIEF $5000 OR UNDER,800 Block CALEDONIA AVE,VICTORIA,BC,48.4308637,-123.3599019,10,Wednesday,Property Crime
LIQUOR-INTOX IN PUBLIC PLACE,1300 Block BROAD ST,VICTORIA,BC,48.42658425,-123.3662261,0,Saturday,Liquor
COLLISION-DAMAGE OVER $1000,1300 Block FORT ST,VICTORIA,BC,48.42370639,-123.3452443,6,Saturday,Traffic
THEFT-SHOPLIFTING UNDER $5000,1100 Block ESQUIMALT RD,VICTORIA,BC,48.43008053,-123.4110865,17,Tuesday,Theft
OBSTRUCT PEACE/PUBLIC OFFICER,PANDORA AVE & AMELIA ST,VICTORIA,BC,48.42761305,-123.3604612,1,Saturday,Other
THEFT-SHOPLIFTING UNDER $5000,1200 Block DOUGLAS ST,VICTORIA,BC,48.42558078,-123.3650406,13,Saturday,Theft
ROBBERY-OTHER,800 Block PANDORA AVE,VICTORIA,BC,48.42767252,-123.3610381,22,Saturday,Robbery
LIQUOR-INTOX IN PUBLIC PLACE,800 Block LAMPSON ST,VICTORIA,BC,48.43763926,-123.4023188,1,Saturday,Liquor
POSSESSION-CANNABIS 30G & UNDR,1300 Block WHARF ST,VICTORIA,BC,48.42740456,-123.3705656,14,Saturday,Drugs
BYLAW-NOISE,200 Block KIMTA RD,VICTORIA,BC,48.42882046,-123.3822126,8,Saturday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,1100 Block QUADRA ST,VICTORIA,BC,48.42441749,-123.3596141,14,Saturday,Other
TRAFFIC-OTHER MOVING PROV,LAMPSON ST & OLD ESQUIMALT RD,VICTORIA,BC,48.43298194,-123.4039916,8,Saturday,Traffic
CAUSE A DISTURBANCE,1800 Block FERN ST,VICTORIA,BC,48.42846782,-123.3337504,8,Saturday,Disorder
THEFT FROM MV UNDER $5000,500 Block YATES ST,VICTORIA,BC,48.42672096,-123.3688225,14,Saturday,Theft from Vehicle
BREAK & ENTER-RESIDENCE,LINDEN AVE,VICTORIA,BC,48.40865255,-123.3541682,18,Friday,Breaking & Entering
COLLISION-DAMAGE OVER $1000,3100 Block DOUGLAS ST,VICTORIA,BC,48.44543429,-123.3710341,20,Saturday,Traffic
LIQUOR-INTOX IN PUBLIC PLACE,1800 Block STORE ST,VICTORIA,BC,48.43026799,-123.3696642,23,Saturday,Liquor
LIQUOR (LCLA) ACT-OTHER,900 Block DOUGLAS ST,VICTORIA,BC,48.42335108,-123.3656775,23,Saturday,Liquor
MISCHIEF $5000 OR UNDER,2800 Block DOUGLAS ST,VICTORIA,BC,48.44064074,-123.3682908,22,Saturday,Property Crime
THEFT-SHOPLIFTING UNDER $5000,3100 Block SHELBOURNE ST,VICTORIA,BC,48.44759092,-123.3332118,15,Thursday,Theft
THEFT-OTHER UNDER $5000,100 Block WILSON ST,VICTORIA,BC,48.43252618,-123.3814542,11,Wednesday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,900 Block CRAIGFLOWER RD,VICTORIA,BC,48.44112684,-123.4003861,13,Sunday,Other
ANIMAL CALLS,2800 Block DOUGLAS ST,VICTORIA,BC,48.44026146,-123.367907,1,Sunday,Other
THEFT-OTHER UNDER $5000,600 Block DAVID ST,VICTORIA,BC,48.43850723,-123.3698942,21,Sunday,Theft
THEFT-OTHER UNDER $5000,DOUGLAS ST & PANDORA AVE,VICTORIA,BC,48.42802896,-123.3644859,21,Sunday,Theft
BYLAW-NOISE,900 Block DOUGLAS ST,VICTORIA,BC,48.42335108,-123.3656775,22,Sunday,Other
LIQUOR-INTOX IN PUBLIC PLACE,VANCOUVER ST & VIEW ST,VICTORIA,BC,48.42450831,-123.3567487,22,Sunday,Liquor
THEFT FROM MV UNDER $5000,2000 Block FERNWOOD RD,VICTORIA,BC,48.43062082,-123.3451395,11,Sunday,Theft from Vehicle
MISCHIEF $5000 OR UNDER,CAMBRIDGE ST,VICTORIA,BC,48.4095757,-123.3550202,12,Sunday,Property Crime
BREAK & ENTER-RESIDENCE,600 Block JOHNSON ST,VICTORIA,BC,48.42742451,-123.3666515,12,Sunday,Breaking & Entering
DRIVING COMPLAINTS,PANDORA AVE & GOVERNMENT ST,VICTORIA,BC,48.4285166,-123.3670495,12,Sunday,Traffic
LIQUOR-INTOX IN PUBLIC PLACE,800 Block ESQUIMALT RD,VICTORIA,BC,48.43187568,-123.394566,12,Sunday,Liquor
CAUSE A DISTURBANCE,1100 Block QUADRA ST,VICTORIA,BC,48.42414866,-123.3596831,18,Sunday,Disorder
LIQUOR-INTOX IN PUBLIC PLACE,2600 Block BLANSHARD ST,VICTORIA,BC,48.43803346,-123.3631725,18,Sunday,Liquor
MISCHIEF $5000 OR UNDER,COWICHAN ST & QUAMICHAN ST,VICTORIA,BC,48.42078837,-123.3249822,18,Sunday,Property Crime
SUSPICIOUS PERS/VEH/OCCURRENCE,900 Block MASON ST,VICTORIA,BC,48.42808665,-123.3584782,19,Sunday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,1000 Block BURDETT AVE,VICTORIA,BC,48.42157378,-123.3569667,5,Sunday,Other
BREAK & ENTER-BUSINESS,600 Block JOHNSON ST,VICTORIA,BC,48.42742451,-123.3666515,19,Sunday,Breaking & Entering
OBSTRUCT PEACE/PUBLIC OFFICER,800 Block COURTNEY ST,VICTORIA,BC,48.4224127,-123.3605895,0,Sunday,Other
MISCHIEF $5000 OR UNDER,CAMBRIDGE ST & FAITHFUL ST,VICTORIA,BC,48.41007372,-123.3551003,13,Sunday,Property Crime
THEFT-SHOPLIFTING UNDER $5000,900 Block YATES ST,VICTORIA,BC,48.42562413,-123.3588182,16,Saturday,Theft
LIQUOR-INTOX IN PUBLIC PLACE,CENTENNIAL SQ,VICTORIA,BC,48.42856604,-123.3650497,10,Sunday,Liquor
THEFT FROM MV UNDER $5000,800 Block VIEW ST,VICTORIA,BC,48.42497242,-123.3608919,9,Sunday,Theft from Vehicle
THEFT-SHOPLIFTING UNDER $5000,100 Block WILSON ST,VICTORIA,BC,48.43252618,-123.3814542,14,Sunday,Theft
THEFT-OTHER UNDER $5000,500 Block HERALD ST,VICTORIA,BC,48.43017314,-123.3683876,15,Sunday,Theft
LIQUOR-INTOX IN PUBLIC PLACE,DOUGLAS ST & PANDORA AVE,VICTORIA,BC,48.42802896,-123.3644859,15,Sunday,Liquor
TRAFFIC-OTHER MUNICIPAL,200 Block MOSS ST,VICTORIA,BC,48.41177783,-123.349677,16,Sunday,Traffic
ASSAULT-AGGRAVATED,PANDORA AVE & AMELIA ST,VICTORIA,BC,48.42761305,-123.3604612,16,Sunday,Assault with Deadly Weapon
LIQUOR-INTOX IN PUBLIC PLACE,FISGARD ST & DOUGLAS ST,VICTORIA,BC,48.42939917,-123.3644635,16,Sunday,Liquor
LIQUOR-INTOX IN PUBLIC PLACE,BROUGHTON ST & DOUGLAS ST,VICTORIA,BC,48.42394245,-123.3655232,2,Sunday,Liquor
215 ALCOH-24HR,OLD ESQUIMALT RD & WARDER PL,VICTORIA,BC,48.43213197,-123.4083159,3,Sunday,Traffic
WEAPONS-POSSESSION,600 Block ADMIRALS RD,VICTORIA,BC,48.43099854,-123.4169195,12,Sunday,Weapons Offense
THEFT FROM MV UNDER $5000,900 Block VIEW ST,VICTORIA,BC,48.42456478,-123.3572043,12,Sunday,Theft from Vehicle
THEFT FROM MV UNDER $5000,1300 Block GLADSTONE AVE,VICTORIA,BC,48.4304649,-123.344676,6,Tuesday,Theft from Vehicle
BREAK & ENTER-RESIDENCE,500 Block HERALD ST,VICTORIA,BC,48.43017314,-123.3683876,13,Sunday,Breaking & Entering
THEFT-OTHER UNDER $5000,FISGARD ST & GOVERNMENT ST,VICTORIA,BC,48.42937415,-123.3670827,13,Sunday,Theft
THEFT-SHOPLIFTING UNDER $5000,3100 Block DOUGLAS ST,VICTORIA,BC,48.44619978,-123.3713559,12,Sunday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,2900 Block BLACKWOOD ST,VICTORIA,BC,48.44342454,-123.3547867,20,Saturday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,1000 Block TILLICUM RD,VICTORIA,BC,48.44526931,-123.4008872,14,Wednesday,Other
THEFT-OTHER UNDER $5000,500 Block OSWEGO ST,VICTORIA,BC,48.42034792,-123.3754773,2,Thursday,Theft
DRIVING COMPLAINTS,DOUGLAS ST,VICTORIA,BC,48.41027177,-123.3688337,12,Sunday,Traffic
THEFT-OTHER UNDER $5000,1500 Block FAIRFIELD RD,VICTORIA,BC,48.41221338,-123.3375666,20,Sunday,Theft
POSSESSION-COCAINE,2300 Block FORBES ST,VICTORIA,BC,48.43291289,-123.3383714,2,Sunday,Drugs
VEHICLE,600 Block CONSTANCE AVE,VICTORIA,BC,48.43250542,-123.4180651,9,Sunday,Vehicle Stop
THEFT-OTHER UNDER $5000,600 Block CRAIGFLOWER RD,VICTORIA,BC,48.43790011,-123.3894565,18,Sunday,Theft
BYLAW-NOISE,600 Block TORONTO ST,VICTORIA,BC,48.41578168,-123.3677313,23,Sunday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block FISGARD ST,VICTORIA,BC,48.42920538,-123.3603048,23,Sunday,Other
THEFT FROM MV UNDER $5000,1000 Block FORT ST,VICTORIA,BC,48.42367037,-123.3564177,6,Monday,Theft from Vehicle
TRAFFIC-OTHER NON-MOVE PROV,1300 Block DALLAS RD,VICTORIA,BC,48.40588736,-123.3503441,8,Monday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,1100 Block YATES ST,VICTORIA,BC,48.42467614,-123.3501146,1,Monday,Other
VEHICLE,600 Block CONSTANCE AVE,VICTORIA,BC,48.43250542,-123.4180651,17,Sunday,Vehicle Stop
BYLAW-NOISE,3100 Block WASHINGTON AVE,VICTORIA,BC,48.4456393,-123.3803962,21,Wednesday,Other
VEHICLE,ROCK BAY AREA,VICTORIA,BC,48.4286111,-123.3655556,23,Sunday,Vehicle Stop
THEFT-OTHER UNDER $5000,700 Block JOHNSON ST,VICTORIA,BC,48.42712033,-123.3642127,10,Monday,Theft
THEFT FROM MV UNDER $5000,600 Block HERALD ST,VICTORIA,BC,48.43019886,-123.3657953,10,Monday,Theft from Vehicle
TRAFFIC-OTHER MOVING PROV,3100 Block BALFOUR AVE,VICTORIA,BC,48.4465025,-123.3839466,11,Monday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block PANDORA AVE,VICTORIA,BC,48.42759464,-123.3600844,16,Monday,Other
LIQUOR-INTOX IN PUBLIC PLACE,1200 Block BLANSHARD ST,VICTORIA,BC,48.4252675,-123.3622382,16,Monday,Liquor
ASSAULTS-OTHER,600 Block ADMIRALS RD,VICTORIA,BC,48.43262092,-123.4168848,17,Monday,Assault
BYLAW-NOISE,2100 Block OREGON AVE,VICTORIA,BC,48.43146235,-123.3430951,21,Monday,Other
THEFT BICYCLE UNDER $5000,RICHMOND RD & HAULTAIN ST,VICTORIA,BC,48.43592529,-123.3287144,17,Monday,Theft
THEFT-OTHER UNDER $5000,REGATTA LAND,VICTORIA,BC,48.43638929,-123.3815911,12,Monday,Theft
TRAFFIC-OTHER NON-MOVE PROV,300 Block ST LAWRENCE ST,VICTORIA,BC,48.42133394,-123.3817905,8,Monday,Traffic
THEFT-SHOPLIFTING UNDER $5000,200 Block MENZIES ST,VICTORIA,BC,48.41561605,-123.3737704,13,Monday,Theft
IMPAIRED OP MOTOR VEH (ALCOH),3000 Block BLANSHARD ST,VICTORIA,BC,48.44418699,-123.3658393,22,Monday,Traffic
LIQUOR-CONSUME IN PUBLIC PLACE,900 Block QUADRA ST,VICTORIA,BC,48.42225785,-123.3601664,13,Monday,Liquor
BYLAW-NOISE,400 Block MICHIGAN ST,VICTORIA,BC,48.41765377,-123.3744802,22,Monday,Other
CAUSE A DISTURBANCE,900 Block PANDORA AVE,VICTORIA,BC,48.42736586,-123.358505,14,Monday,Disorder
THEFT-SHOPLIFTING UNDER $5000,3100 Block DOUGLAS ST,VICTORIA,BC,48.44545796,-123.3708978,18,Sunday,Theft
THEFT-OTHER UNDER $5000,1900 Block BAY ST,VICTORIA,BC,48.43362635,-123.3283854,19,Monday,Theft
