incident_type_primary,city,state,hour_of_day,day_of_week,parent_incident_type,month_of_year,day_of_month,year
BREAK & ENTER-BUSINESS,VICTORIA,BC,11,2,7,10,18,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,16,2,7,10,18,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,0,3,7,10,19,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,16,3,7,10,19,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,19,4,7,10,20,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,16,4,7,10,20,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,20,4,7,10,20,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,6,5,7,10,21,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,14,6,7,10,22,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,2,6,7,10,22,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,10,0,7,10,23,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,3,0,7,10,23,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,0,3,7,10,19,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,7,1,7,10,24,2011
BREAK & ENTER-OTHER,VICTORIA,BC,18,1,7,10,24,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,7,1,7,9,19,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,10,2,7,10,25,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,10,2,7,10,25,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,10,3,7,10,26,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,9,1,7,9,19,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,22,3,7,10,26,2011
BREAK & ENTER-OTHER,VICTORIA,BC,15,1,7,9,19,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,17,0,7,10,30,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,19,1,7,10,31,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,17,2,7,11,1,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,17,2,7,11,1,2011
BREAK & ENTER-OTHER,VICTORIA,BC,21,2,7,11,1,2011
BREAK & ENTER-OTHER,VICTORIA,BC,15,3,7,11,2,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,14,3,7,11,2,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,19,3,7,11,2,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,20,3,7,11,2,2011
BREAK & ENTER-OTHER,VICTORIA,BC,8,4,7,11,3,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,10,4,7,11,3,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,9,5,7,11,4,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,19,5,7,11,4,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,13,6,7,11,5,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,13,0,7,11,6,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,10,0,7,11,6,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,19,6,7,10,22,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,13,1,7,11,7,2011
BREAK & ENTER-OTHER,VICTORIA,BC,17,1,7,11,7,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,14,1,7,11,7,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,16,1,7,11,7,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,12,2,7,11,8,2011
BREAK & ENTER-OTHER,VICTORIA,BC,8,4,7,11,3,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,12,0,7,10,30,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,21,3,7,11,9,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,9,3,7,11,9,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,8,3,7,11,9,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,8,3,7,11,9,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,8,3,7,11,9,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,8,5,7,11,11,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,9,5,7,11,11,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,19,6,7,10,15,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,11,6,7,11,12,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,11,6,7,11,12,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,13,0,7,11,13,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,22,0,7,11,13,2011
BREAK & ENTER-OTHER,VICTORIA,BC,12,1,7,11,14,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,14,1,7,11,14,2011
BREAK & ENTER-OTHER,VICTORIA,BC,13,1,7,11,14,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,10,2,7,11,15,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,7,2,7,11,15,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,20,2,7,11,15,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,11,3,7,11,16,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,8,3,7,11,16,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,3,4,7,11,17,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,10,4,7,11,17,2011
BREAK & ENTER-OTHER,VICTORIA,BC,22,4,7,11,17,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,6,4,7,11,17,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,11,5,7,11,18,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,20,5,7,11,18,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,22,5,7,11,18,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,5,5,7,11,18,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,3,6,7,11,19,2011
BREAK & ENTER-OTHER,VICTORIA,BC,13,6,7,11,19,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,13,6,7,11,19,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,23,6,7,11,19,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,6,0,7,11,20,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,17,1,7,11,21,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,8,1,7,11,21,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,8,1,7,11,21,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,16,1,7,11,21,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,7,1,7,11,21,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,0,1,7,11,21,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,12,1,7,11,21,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,3,2,7,11,22,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,18,3,7,11,23,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,20,5,7,11,18,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,9,3,7,11,23,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,18,4,7,11,24,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,5,5,7,11,25,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,14,5,7,11,25,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,3,6,7,11,26,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,7,0,7,11,27,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,6,0,7,11,27,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,18,0,7,11,27,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,22,0,7,11,27,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,0,1,7,11,28,2011
BREAK & ENTER-OTHER,VICTORIA,BC,8,2,7,11,29,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,19,2,7,11,29,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,7,2,7,11,29,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,16,4,7,12,1,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,11,4,7,12,1,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,8,5,7,12,2,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,9,5,7,12,2,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,13,5,7,12,2,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,16,5,7,12,2,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,19,6,7,12,3,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,18,6,7,12,3,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,23,0,7,12,4,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,20,0,7,12,4,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,17,0,7,12,4,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,17,0,7,12,4,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,11,1,7,12,5,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,23,1,7,12,5,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,4,1,7,12,5,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,7,1,7,12,5,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,2,2,7,12,6,2011
BREAK & ENTER-OTHER,VICTORIA,BC,9,2,7,12,6,2011
BREAK & ENTER-OTHER,VICTORIA,BC,13,2,7,12,6,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,13,2,7,12,6,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,3,2,7,12,6,2011
BREAK & ENTER-OTHER,VICTORIA,BC,11,2,7,12,6,2011
BREAK & ENTER-OTHER,VICTORIA,BC,16,3,7,12,7,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,14,3,7,12,7,2011
BREAK & ENTER-OTHER,VICTORIA,BC,10,3,7,12,7,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,2,6,7,12,3,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,18,3,7,12,7,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,11,3,7,12,7,2011
BREAK & ENTER-OTHER,VICTORIA,BC,5,5,7,12,2,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,10,4,7,12,8,2011
BREAK & ENTER-OTHER,VICTORIA,BC,21,4,7,12,8,2011
BREAK & ENTER-OTHER,VICTORIA,BC,11,5,7,12,9,2011
BREAK & ENTER-OTHER,VICTORIA,BC,11,5,7,12,9,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,17,1,7,9,26,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,21,6,7,12,10,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,13,6,7,12,10,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,14,6,7,12,10,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,18,0,7,12,11,2011
BREAK & ENTER-OTHER,VICTORIA,BC,9,1,7,12,5,2011
BREAK & ENTER-OTHER,VICTORIA,BC,11,1,7,12,12,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,7,2,7,12,13,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,15,2,7,12,13,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,16,3,7,12,14,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,15,4,7,12,15,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,7,4,7,12,15,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,9,6,7,12,17,2011
BREAK & ENTER-OTHER,VICTORIA,BC,11,0,7,12,18,2011
BREAK & ENTER-OTHER,VICTORIA,BC,12,0,7,12,18,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,2,0,7,12,18,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,7,1,7,12,19,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,10,2,7,12,20,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,11,2,7,12,20,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,7,2,7,12,20,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,21,3,7,12,21,2011
BREAK & ENTER-OTHER,VICTORIA,BC,8,3,7,12,21,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,20,3,7,12,21,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,12,5,7,12,23,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,7,5,7,12,23,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,8,5,7,12,23,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,8,5,7,12,23,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,8,0,7,12,25,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,8,0,7,12,25,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,20,1,7,12,26,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,15,2,7,12,27,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,14,2,7,12,27,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,20,3,7,12,28,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,15,3,7,12,28,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,10,3,7,12,28,2011
BREAK & ENTER-BUSINESS,VICTORIA,BC,14,3,7,12,28,2011
BREAK & ENTER-RESIDENCE,VICTORIA,BC,15,6,7,12,31,2011
BREAK & ENTER-OTHER,VICTORIA,BC,13,6,7,12,31,2011
BREAK & ENTER-OTHER,VICTORIA,BC,8,2,7,10,4,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,4,2,7,10,4,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,9,1,7,10,3,2016
BREAK & ENTER-OTHER,VICTORIA,BC,8,2,7,10,4,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,10,4,7,1,5,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,2,3,7,1,11,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,14,1,7,1,23,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,2,1,7,1,23,2012
BREAK & ENTER-OTHER,VICTORIA,BC,10,4,7,1,26,2012
BREAK & ENTER-OTHER,VICTORIA,BC,7,4,7,1,26,2012
BREAK & ENTER-OTHER,VICTORIA,BC,20,4,7,1,26,2012
BREAK & ENTER-BUSINESS,VICTORIA,BC,12,4,7,1,26,2012
BREAK & ENTER-OTHER,VICTORIA,BC,9,5,7,1,27,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,19,5,7,1,27,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,10,6,7,1,28,2012
BREAK & ENTER-OTHER,VICTORIA,BC,10,6,7,1,28,2012
BREAK & ENTER-BUSINESS,VICTORIA,BC,16,6,7,1,28,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,0,6,7,1,28,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,10,0,7,1,29,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,11,0,7,1,29,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,13,1,7,1,30,2012
BREAK & ENTER-BUSINESS,VICTORIA,BC,11,1,7,1,30,2012
BREAK & ENTER-BUSINESS,VICTORIA,BC,5,1,7,1,30,2012
BREAK & ENTER-OTHER,VICTORIA,BC,14,1,7,1,30,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,14,1,7,1,30,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,20,1,7,1,30,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,13,1,7,1,30,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,13,2,7,1,31,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,3,3,7,2,1,2012
BREAK & ENTER-OTHER,VICTORIA,BC,12,3,7,2,1,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,20,4,7,2,2,2012
BREAK & ENTER-BUSINESS,VICTORIA,BC,20,4,7,2,2,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,8,4,7,2,2,2012
BREAK & ENTER-BUSINESS,VICTORIA,BC,8,4,7,2,2,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,19,4,7,2,2,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,3,5,7,2,3,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,16,5,7,2,3,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,18,5,7,2,3,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,21,6,7,2,4,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,13,6,7,2,4,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,17,6,7,2,4,2012
BREAK & ENTER-BUSINESS,VICTORIA,BC,21,0,7,2,5,2012
BREAK & ENTER-BUSINESS,VICTORIA,BC,2,0,7,2,5,2012
BREAK & ENTER-BUSINESS,VICTORIA,BC,13,0,7,2,5,2012
BREAK & ENTER-BUSINESS,VICTORIA,BC,8,0,7,2,5,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,8,1,7,2,6,2012
BREAK & ENTER-BUSINESS,VICTORIA,BC,10,1,7,2,6,2012
BREAK & ENTER-OTHER,VICTORIA,BC,10,1,7,2,6,2012
BREAK & ENTER-BUSINESS,VICTORIA,BC,10,2,7,2,7,2012
BREAK & ENTER-BUSINESS,VICTORIA,BC,9,2,7,2,7,2012
BREAK & ENTER-OTHER,VICTORIA,BC,14,2,7,2,7,2012
BREAK & ENTER-OTHER,VICTORIA,BC,13,5,7,2,10,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,13,5,7,2,10,2012
BREAK & ENTER-BUSINESS,VICTORIA,BC,14,5,7,2,10,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,14,6,7,2,11,2012
BREAK & ENTER-OTHER,VICTORIA,BC,18,6,7,2,11,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,12,6,7,2,11,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,22,0,7,2,12,2012
BREAK & ENTER-BUSINESS,VICTORIA,BC,10,1,7,2,13,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,14,1,7,2,13,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,12,1,7,2,13,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,7,3,7,2,15,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,10,3,7,2,15,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,18,4,7,2,16,2012
BREAK & ENTER-BUSINESS,VICTORIA,BC,12,5,7,2,17,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,10,5,7,2,17,2012
BREAK & ENTER-RESIDENCE,VICTORIA,BC,22,5,7,2,17,2012
BREAK & ENTER-BUSINESS,VICTORIA,BC,8,5,7,2,17,2012
BREAK & ENTER-OTHER,VICTORIA,BC,7,1,7,2,22,2016
BREAK & ENTER-OTHER,VICTORIA,BC,15,3,7,8,24,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,15,5,7,7,15,2016
BREAK & ENTER-OTHER,VICTORIA,BC,18,6,7,8,27,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,5,5,7,8,12,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,1,5,7,9,16,2016
BREAK & ENTER-OTHER,VICTORIA,BC,22,6,7,7,23,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,19,3,7,8,31,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,21,2,7,8,30,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,1,1,7,8,15,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,11,5,7,8,5,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,9,2,7,8,9,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,3,1,7,8,15,2016
BREAK & ENTER-OTHER,VICTORIA,BC,19,1,7,8,15,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,9,6,7,8,27,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,18,3,7,8,31,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,15,0,7,8,28,2016
BREAK & ENTER-OTHER,VICTORIA,BC,22,4,7,8,18,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,11,5,7,9,9,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,11,0,7,7,24,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,18,1,7,7,25,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,4,5,7,8,26,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,23,0,7,8,21,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,8,3,7,8,24,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,18,4,7,9,8,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,0,4,7,8,25,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,9,3,7,8,10,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,5,2,7,8,2,2016
BREAK & ENTER-OTHER,VICTORIA,BC,12,4,7,8,18,2016
BREAK & ENTER-OTHER,VICTORIA,BC,8,2,7,8,30,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,22,0,7,7,17,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,9,1,7,7,25,2016
BREAK & ENTER-OTHER,VICTORIA,BC,19,6,7,9,3,2016
BREAK & ENTER-OTHER,VICTORIA,BC,9,1,7,9,5,2016
BREAK & ENTER-OTHER,VICTORIA,BC,12,3,7,8,3,2016
BREAK & ENTER-OTHER,VICTORIA,BC,8,4,7,8,11,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,1,0,7,8,14,2016
BREAK & ENTER-OTHER,VICTORIA,BC,22,4,7,8,18,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,5,0,7,8,14,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,15,0,7,8,14,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,7,3,7,8,17,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,2,5,7,8,19,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,7,2,7,7,26,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,23,2,7,7,26,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,8,2,7,8,23,2016
BREAK & ENTER-OTHER,VICTORIA,BC,23,1,7,7,18,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,7,4,7,8,4,2016
BREAK & ENTER-OTHER,VICTORIA,BC,19,2,7,8,16,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,22,5,7,8,19,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,21,3,7,7,27,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,14,0,7,7,31,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,5,4,7,8,11,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,4,2,7,7,19,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,2,5,7,8,12,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,23,0,7,8,21,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,12,4,7,7,28,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,13,4,7,7,28,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,17,4,7,7,28,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,1,5,7,8,12,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,3,6,7,8,6,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,6,5,7,8,19,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,8,6,7,9,3,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,4,2,7,8,23,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,16,5,7,7,29,2016
BREAK & ENTER-OTHER,VICTORIA,BC,10,6,7,7,16,2016
BREAK & ENTER-OTHER,VICTORIA,BC,7,1,7,7,18,2016
BREAK & ENTER-OTHER,VICTORIA,BC,8,1,7,7,18,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,19,1,7,7,18,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,5,2,7,7,19,2016
BREAK & ENTER-OTHER,VICTORIA,BC,9,2,7,7,19,2016
BREAK & ENTER-RESIDENCE,VICTORIA,BC,1,6,7,8,13,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,23,6,7,8,6,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,22,2,7,8,23,2016
BREAK & ENTER-OTHER,VICTORIA,BC,8,0,7,7,31,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,1,2,7,8,2,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,9,1,7,8,15,2016
BREAK & ENTER-BUSINESS,VICTORIA,BC,0,2,7,8,16,2016
BREAK & ENTER-OTHER,VICTORIA,BC,18,2,7,8,16,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,10,3,7,7,20,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,11,3,7,7,20,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,19,4,7,3,17,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,16,6,7,4,2,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,9,3,7,4,20,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,23,5,7,6,10,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,23,5,7,6,10,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,6,6,7,3,28,2015
MISCHIEF $5000 OR UNDER,VICTORIA,BC,10,4,7,6,16,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,9,3,7,2,3,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,9,4,7,2,4,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,12,4,7,2,4,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,13,4,7,2,4,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,13,4,7,2,4,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,14,4,7,2,4,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,23,5,7,2,5,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,23,5,7,2,5,2016
MISCHIEF OVER $5000,VICTORIA,BC,1,6,7,2,6,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,11,6,7,2,6,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,13,6,7,2,6,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,3,0,7,2,7,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,17,0,7,2,7,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,16,1,7,2,8,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,22,3,7,7,20,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,1,4,7,7,21,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,13,4,7,6,30,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,19,4,7,6,30,2016
MISCHIEF $5000 OR UNDER,VICTORIA,BC,10,4,7,7,14,2016
